,video_id,captioning,categoryID,definition,descrp_length,dislikes_to_views,duration_to_views,likes_to_dislikes,likes_to_views,numVides_on_Channel,popularity,publish_month,subscriber_count,title_length,views_to_daysActive,views_to_subscribers
184,8WSiHhj4690,0,10,0,376,0.00326568696058,0.0681128994635,1.14285714286,0.00373221366923,2,0,2,1,29,1.60082150859,0.000466091820088
185,8ZwPieMv3hU,0,23,0,590,0.000364564345606,0.106817353263,11.0,0.00401020780168,9,0,2,1,58,0.898166339227,0.000364298724954
186,8_FGvZd3mhM,0,24,1,2503,0.000659376005146,0.00662592473464,21.5365853659,0.014200707623,164,0,6,46121,33,42.706043956,0.741360178827
187,8bB8e98H-ig,0,23,0,171,0.0,0.0965207631874,1.0,0.00224466891134,3,0,3,42,42,1.14230769231,0.023569023569
188,8hXx-irt6FM,0,15,0,267,0.00162543480381,0.0040960957056,3.64,0.00591658268587,48,0,5,2157,15,16.6096112311,0.0701355260164
189,8jfjI6-o4w0,0,25,0,684,0.000730656822027,0.00926780495308,14.3684210526,0.0104983848639,1,0,4,771,33,33.7276264591,0.0148022837809
190,8lPZNdphlt0,0,22,0,1,0.00337837837838,0.584459459459,2.0,0.00675675675676,2,0,4,3,43,0.156696664902,0.010067114094
191,8vkOLA_Cpyg,0,22,1,255,8.3245647917e-05,0.000810812610716,65.38,0.00544260046085,6,0,8,216,51,428.410841655,0.000359566796574
192,9BQmprjEjwI,0,10,0,169,0.0,0.0843724023275,1.0,0.00602660016625,21,0,1,77,38,2.95577395577,0.0159817351598
193,9BoesrEMi9w,0,10,0,3236,0.00152671755725,0.389312977099,17.0,0.0259541984733,60,0,11,225,28,0.272462562396,0.343511450382
194,9EAN5I7a7f8,0,23,0,78,0.0,0.813559322034,1.0,0.0112994350282,1,0,2,0,29,0.0910962429233,0.0
195,9EX-3mo-laI,0,24,0,85,3.6271309394e-05,0.00303469955265,15.3333333333,0.000556160077378,5,0,3,188,37,31.0007496252,0.00228509249184
196,9MCOdYYHDPQ,0,10,0,500,0.000907111756168,0.074564586357,22.0,0.0199564586357,8,0,8,477,53,3.92592592593,0.0863817457443
197,9OkiNcA92jk,0,10,1,0,0.000561009817671,0.0230014025245,5.25,0.00294530154278,27,0,11,151,77,3.50024545901,0.021270640918
198,9SRJDcTEfnc,0,24,1,293,0.0,0.106125970664,1.0,0.00575208513086,35,0,9,254,74,1.6316283435,0.0730514811619
199,9_BzDFEYc0A,0,26,0,256,0.000297682330427,0.00317730324109,12.0612244898,0.00359041341393,28,0,11,3077,49,80.5308219178,0.0186920997479
200,9f3Xi7g367I,0,10,1,688,0.000534863366721,0.0187688417777,4.09090909091,0.00218807740932,408,0,8,5816,57,14.6377224199,0.282588612826
201,9g72Cumdd-8,0,23,0,63,0.00129443968076,0.00141811226172,1.91082802548,0.00247345161929,5,0,3,42,23,40.0687148992,0.000346214719071
202,9kGz8F5bkTE,0,10,0,313,0.000192464450683,0.00225862693597,22.4117647059,0.00431346798297,0,0,10,0,64,132.92400301,0.0
203,9s44Ou6AWd8,0,10,0,94,0.000584346342503,0.00209852847089,4.96350364964,0.00290040520367,18,0,12,1180,42,98.0962343096,0.00503275556162
204,9zCpWfSxSyw,0,24,0,92,0.00331125827815,1.19867549669,1.0,0.00331125827815,7,0,12,15,27,0.11042047532,0.0496688741722
205,A-h0btSPKqc,0,24,0,89,0.000425592282593,0.023691303731,4.66666666667,0.00198609731877,26,0,4,5,50,3.11214128035,0.000709018718094
206,A0OeDuKicjU,0,10,0,4269,0.000122660572372,0.00234991833388,9.42105263158,0.00115559170815,5,0,3,464,67,99.4855491329,0.002994610991
207,A1iHr5BKdIQ,0,10,0,68,0.0,3.29777777778,1.0,0.0177777777778,26,0,1,19,45,0.138291333743,0.0844444444444
208,A3dSIvqrIP8,0,10,0,376,0.000794912559618,0.320349761526,7.0,0.00556438791733,11,0,7,52,62,0.695796460177,0.0412698412698
209,A5zhdeVrhXg,0,15,0,59,0.000329846385826,0.00636132315522,6.28571428571,0.00207332013948,1355,0,7,189978,17,7.33056994819,8.96188277422
210,A71rvKOmvUI,1,43,0,253,0.00106193186645,0.011298955059,15.44,0.016396228018,25495,0,11,2963694,58,9.78470490441,126.613966528
211,A7r--8QZlyo,0,10,0,553,0.000355745286374,0.106367840626,35.0,0.0124510850231,204,0,2,20287,66,1.76017532874,7.19957386364
212,ADoJH_4whbQ,0,17,0,79,0.0,0.0758122743682,1.0,0.00180505415162,1,0,9,0,32,0.224564248075,0.0
213,AFbBOlmUIp8,0,23,0,82,0.00109709270433,0.0475406838545,4.83333333333,0.00530261473761,5,0,1,66,32,1.77969410999,0.0120658135283
214,AMthKBFKcQA,0,23,1,191,0.00112612612613,0.184309309309,8.33333333333,0.00938438438438,18,0,1,102,50,1.33333333333,0.0382452193476
215,ASHBK0p-X7g,0,10,1,108,6.1701733818e-05,0.0309125686432,99.0,0.00610847164805,4,0,2,15,20,10.2316919192,0.000924670200961
216,AT71M8UwqEY,0,10,0,85,9.3715307314e-05,0.00176617309938,26.5769230769,0.00249066451362,6,0,5,222,41,124.522441652,0.000803218637553
217,AdkkrWS_f3A,0,24,1,409,0.0,0.117694805195,1.0,0.000811688311688,16,0,11,26,34,0.51290591174,0.0209003215434
218,AlhK3ZEd238,0,17,0,279,6.6614855112e-05,0.00917064505385,11.6666666667,0.000777173309648,49,0,7,178,52,20.6393217232,0.00397442159954
219,AmsXhMsVQjQ,0,23,0,75,0.000653704396592,0.00067950851751,10.4013157895,0.00679938586192,270,0,2,2362367,44,86.5033482143,10.180192306
220,AnQx8onJjAA,0,23,1,348,0.00029783712709,0.000419679588172,26.6647727273,0.0079417593036,56,0,8,58930,53,331.051540616,0.100090620905
221,AqYj2c5WO0g,0,10,0,110,0.000388550705867,0.022449596339,7.33333333333,0.00284937184303,24,0,9,173,54,13.2815366972,0.00746880801278
222,ArwvQdID2kE,0,23,0,248,0.000809539614821,0.000453342184299,1.69,0.00136812194905,36,0,7,1044,63,42.6838286109,0.00849844599845
223,At4EWo1eS3o,0,10,0,140,0.000810667508008,0.00112617053815,1.48108108108,0.00120066430916,35,0,1,15,40,66.5132614398,6.5728357842e-05
224,Ateo9YAyfyg,0,24,0,575,0.0,0.0589232725731,1.0,0.00254345061467,14,0,8,30,41,1.32156862745,0.0127118644068
225,AuPXXFjRMtM,0,23,0,109,0.000678334011667,0.017908017908,5.2,0.00352733686067,44,0,6,35002,12,2.88606108066,4.75430742097
226,B6ztq8nBfBU,1,2,0,248,0.000276800400295,0.000255508061811,5.94230769231,0.00164483314791,4079,0,11,665686,25,91.7738153395,3.55305823822
227,B9jQOwnv7xg,0,10,1,179,0.000366890197916,0.0077454597338,17.2222222222,0.00631866451968,28,0,7,1350,60,33.9053213545,0.027482034892
228,BBUEImeF8Zo,0,10,1,724,0.00080394585316,0.00627946896117,18.0,0.0144710253569,83,0,8,73234,61,26.0458404075,1.58933188485
229,BEnilIzTz3o,0,10,1,573,0.00245098039216,0.975490196078,7.0,0.0171568627451,6,0,11,18,47,0.310030395137,0.0458937198068
230,BFGkIugPgQA,0,20,1,671,0.00192945636721,0.012863042448,4.59649122807,0.00886872926681,449,0,9,48828,84,21.2992069214,1.65108485936
231,BFixhO912jU,0,22,1,223,0.00443383356071,0.0704297407913,6.11538461538,0.0271145975443,11,0,6,373,49,3.22197802198,0.0649505625639
232,BGwEp9Hj0bo,0,24,0,149,0.00069549090066,0.0316448359801,2.16666666667,0.00150689695143,4,0,4,4,56,2.58216102963,0.000463606861381
233,BKLKMeDzLz0,0,22,0,287,0.000138677021217,0.116488697823,91.0,0.0126196089308,363,0,4,0,15,3.77935010482,0.0
234,BLu0qod3PJw,0,24,0,138,3.2362145351e-05,0.00236243661065,83.0,0.00268605806416,60,0,12,37890,52,129.778664427,0.123287715489
235,BVKRJPzYqDQ,0,24,1,146,0.000120743781695,0.00227803268132,78.8,0.00951460999759,81,0,7,2853,60,86.7527932961,0.0230316101204
236,BXS9iSdnS_E,0,19,0,138,0.0,0.0217473764066,1.0,0.000252876469844,47,0,3,800,53,4.10217842324,0.101150587938
237,BXTRkFhWGAo,0,10,1,85,7.3405869207e-05,0.00337666998352,85.5555555556,0.00628027992105,116,0,7,17338,65,67.8881506091,0.141314527228
238,BbfimMuFLTg,0,25,0,1170,0.000526113438151,0.00841781501042,2.65384615385,0.00139622412432,1,0,2,11,46,16.1552795031,0.000222554930603
239,BcN5u5xN9oI,0,10,0,101,0.000689179875947,0.286009648518,18.0,0.0124052377671,21,0,11,43,64,1.10678871091,0.0296143250689
240,Bcf_pHtwrBY,0,43,0,244,0.000123456790123,0.00316872427984,31.3333333333,0.0038683127572,1757,0,11,516326,37,36.7624810893,10.6487419832
241,Bp1euAlkGR8,0,10,1,617,0.00104058272633,0.0506763787721,15.2,0.0158168574402,24,0,5,1229,58,5.19178822258,0.127874310686
242,BpkZelFkgBo,0,10,0,53,0.000176310871328,0.00916816530907,15.8,0.00278571176699,48,0,9,89,52,13.402173913,0.00313766966332
243,BptQsOaz_dY,0,23,0,130,0.00130051538943,0.00761042339001,0.555555555556,0.000722508549684,4,0,2,2,30,7.7322160149,9.6334473291e-05
244,Btf2d8xy7JQ,0,24,1,78,0.000397649449918,0.0106923518756,18.1111111111,0.00720187337074,331,0,2,921,31,8.40750371471,0.0406486104361
245,BwMx1LDc8F4,0,24,0,24,0.00211416490486,0.331395348837,1.0,0.00211416490486,22,0,12,10,32,0.544303797468,0.00528541226216
246,BxxCWveW930,0,17,0,55,0.00230946882217,0.660508083141,0.0,0.0,63,0,4,13,16,0.128792385485,0.0300230946882
247,C3iZTlNNzXg,0,25,0,944,0.00314465408805,0.657232704403,12.5,0.0393081761006,5250,0,11,125426,40,0.479276563677,199.16509434
248,C4RJVtFAHQA,0,24,0,259,0.00053744177714,0.0691508419921,9.5,0.00510569688284,32,0,4,40,25,4.24971450324,0.00358294518094
249,C6ozD2V25OI,0,10,0,9,0.00046715874054,0.0564327758572,2.6,0.0012146127254,581,0,6,3053,82,5.85183160197,0.285073790398
250,C7NXj36m_Cc,0,24,0,97,0.00032,0.24352,16.0,0.00512,67,0,2,109,28,1.02257853403,0.0348688419706
251,C7OFY-LEDcA,0,27,1,353,0.00185527939362,0.00267935836418,5.24465558195,0.00973030142782,297,0,11,8113463,56,173.751914242,35.8484867164
252,C7RvZ4zJj78,0,23,0,26,0.000641848523748,0.0956354300385,22.0,0.0141206675225,1,0,5,1,11,0.841252699784,0.000641848523748
253,CFlbKocn72s,0,23,0,615,0.000202822124996,0.0208906788746,12.8571428571,0.00260771303567,33,0,11,43,63,12.4866136035,0.00124533001245
254,CIZrj-92ojE,0,25,0,478,0.00137179098894,0.00502396180364,0.025974025974,3.5630934777e-05,30,0,3,123,69,29.1438213915,0.00219126345044
255,CI_AtW5RRLU,0,1,0,66,0.000867754251995,0.0367349300012,1.13333333333,0.000983454818928,92,0,1,52,50,7.35574468085,0.00300786672837
256,CJPGiK6NvYQ,0,24,0,100,0.000253196607165,0.0155715913407,11.8333333333,0.00299615985146,74,0,5,93,49,9.18488372093,0.00392371951734
257,CLOjLpR2L1E,0,28,1,834,0.00101024678886,0.0217924664454,24.1428571429,0.0243902439024,3024,0,8,1139665,96,4.92116477273,165.182133064
258,CRJDkeOYXAM,0,10,1,33,0.000170027544462,0.0100656306322,32.4,0.00550889244058,177,0,1,78744,37,18.2086687307,2.66899474487
259,CTMpqka9EAI,0,24,0,1,0.00740740740741,1.02469135802,0.666666666667,0.00493827160494,267,0,1,2421,34,0.17204757859,5.98522167488
260,CUvJBi2_C64,0,23,1,148,0.00223023942276,0.00435115338362,1.54901960784,0.00345468459604,21,0,4,474,37,48.4737678855,0.00522564281966
261,CWSb4O57YNE,0,15,0,61,0.000251572327044,0.0986163522013,4.0,0.00100628930818,263,0,9,428,26,2.29636048527,0.108624591401
262,CZTg246ZXSQ,0,10,0,1959,0.000535618639528,0.214247455811,47.0,0.0251740760578,17,0,7,705,54,1.29204152249,0.377408993576
263,CbkAGLn70O4,0,23,0,7,0.000543019186677,0.0221431157234,9.88888888889,0.00536985640159,18,0,3,448,33,6.24021084337,0.0270286576169
264,CbvoHh1EFhs,0,23,1,638,0.000894054537326,0.170764416629,20.5,0.0183281180152,59,0,12,516,43,1.35084541063,0.230254350736
265,CghZ_P8Tfbc,0,24,0,328,0.00133359354671,0.0081641946396,1.92682926829,0.0025696070778,63,0,8,2389,51,12.3420313127,0.0776411657559
266,Ci_b3qvULT8,0,22,0,95,0.000218102508178,0.0383860414395,2.0,0.000436205016357,22,0,1,130,52,1.48718780409,0.0283533260632
267,Cj1DRN9CYWs,0,17,1,539,0.00157505118916,0.0774925185069,6.3,0.00992282249173,9,0,11,134,72,4.82813688213,0.0210857592447
268,CjKvH5wak8A,0,24,0,87,0.00129533678756,1.11269430052,3.0,0.00388601036269,326,0,8,35,47,0.310414153599,0.0453367875648
269,ClCqeuNHG_w,0,2,1,4941,9.9477741855e-05,0.019248943049,13.5,0.00134294951505,73,0,7,328,25,13.9521165857,0.0163674238667
270,CwwLy9vu_Xs,0,28,0,241,0.000249294851705,0.00514259665518,6.02857142857,0.00150289182028,14,0,7,76,30,48.3957256119,0.000541325963702
271,D5Q2JpllALA,0,23,0,248,0.000712656784492,0.0694127708096,2.0,0.00142531356899,20,0,11,9739,49,2.2322621699,1.39039338655
272,DAB8LlIP_Qc,0,19,0,0,0.00858369098712,1.03862660944,1.0,0.00858369098712,230,0,3,20,53,0.149358974359,0.0858369098712
273,DBaxYcYaKtQ,0,10,0,127,0.000352648020679,0.00206598510228,11.2641509434,0.00397228053483,41,0,5,132,84,161.952047414,0.000441967653284
274,DKEKdHuxudg,0,23,0,89,0.000440917107583,0.0661375661376,26.0,0.0114638447972,16,0,2,434,32,0.744094488189,0.191358024691
275,DNPk8IzZSrQ,0,10,1,100,0.00194642803338,0.00295278556148,0.882352941176,0.00171743650005,20,0,3,138,41,106.579961464,0.000830854817151
276,DN_ojxSa5BI,0,24,1,139,0.00174317257408,0.230679837304,8.66666666667,0.0151074956421,35,0,4,33,60,0.914452709883,0.0191526407429
277,DQkzS_0x_jg,0,23,0,83,0.00233518950961,0.0655649362314,3.30769230769,0.00772408837794,10,0,5,22,34,1.66876498801,0.00395185917011
278,DR1g0WomK2I,0,1,0,16,0.00041237113402,0.0688659793814,8.0,0.00329896907216,2,0,4,0,31,0.92627960275,0.0
279,DVJsrg15UpE,0,23,0,115,0.00064360061253,0.00912137419827,2.8275862069,0.00181983621474,1,0,5,6,25,12.257616975,0.00013315874742
280,DYzTdB2qSnw,1,10,0,4719,0.000110597039685,0.00893992737461,24.0,0.00265432895246,6,0,11,443,74,19.6206148282,0.00818418093676
281,DZCdI6CzhDQ,0,23,0,40,0.00107324926214,0.137107593239,4.0,0.00429299704856,49,0,4,133,38,1.42035060976,0.0356281810876
282,Db_-SSS3FRI,0,10,0,4429,0.00134791073836,0.0560131795717,0.277777777778,0.000374419649543,141,0,12,154,37,6.58481262327,0.0115312616997
283,DdAVl1LvQL0,1,25,1,2634,0.000545377776735,0.00667941169571,38.2365591398,0.0208533696137,128,0,3,111092,75,88.8145833333,0.651550067139
284,DjzcCSVK44g,0,10,1,416,0.00107353730542,0.0926820540347,4.33333333333,0.00465199499016,9,0,12,49,58,2.77369727047,0.0087656529517
285,DpHRHHaaz_s,0,23,0,145,0.00143422450829,0.0011278219997,2.8,0.00401582862321,86,0,9,743,37,47.8605304212,0.00485661575369
286,DrWBqcmJz3A,0,1,1,10,0.00266666666667,0.76,3.0,0.008,48,0,4,198,26,0.16461808604,0.528
287,DwX0C4d74nE,0,10,1,68,0.000343754523085,0.00462259371834,5.55263157895,0.00190874222029,7,0,5,223,52,49.8619756428,0.00201729628021
288,DzZmaG_DROI,0,23,1,551,0.0,1.456,1.0,0.052,208,0,2,2126,22,0.15625,8.492
289,E23WLMr-QDc,0,10,1,693,0.000410509031198,0.160098522167,14.0,0.00574712643678,18,0,3,179,44,0.920982986767,0.0734811165846
290,E4oWCa5dK6U,0,10,1,121,0.000378436027109,0.0137269068015,19.0909090909,0.00722468779028,28,0,7,1479,37,16.0413907285,0.050941839681
291,EExd_CuSE2g,0,23,0,13,0.00309757356737,0.124935467217,3.33333333333,0.0103252452246,198,0,9,50613,56,0.607400439009,26.1068662881
292,EIsHiVHs_2w,0,2,1,108,0.000201006641259,0.00320002572885,34.24,0.00688246739672,309,0,4,1369,57,80.8148148148,0.0110553167557
293,EKAx7T98_tc,0,22,0,162,0.0013622431604,0.00908162106936,4.22222222222,0.00575169334393,18,0,7,2317,38,8.09154929577,0.0876622148235
294,EMQxD_nZl54,0,1,1,369,0.000987166831194,0.373149062192,16.0,0.0157946692991,15,0,6,97,38,0.694311172036,0.094674556213
295,EOZv1t1sT94,0,10,1,207,0.00119796346211,0.0598981731057,6.625,0.00793650793651,11,0,7,941,40,3.07883817427,0.141060197664
296,EYLrDya3ULw,0,23,1,12,0.000335509845923,0.00634887862286,3.38461538462,0.0011355717862,15,0,6,10,34,26.1627278866,0.000255918106206
297,EfOVnd-oTCQ,0,1,0,117,0.000499168053244,0.0607321131448,10.0,0.00499168053245,5,0,12,12,11,2.20227189447,0.00199667221298
298,EimPxUWz8_g,0,10,1,1255,7.9624173899e-05,0.0422008121666,8.0,0.000636993391193,39,0,4,110,54,6.59611344538,0.00875796178344
299,Ek72Cqq43Gw,0,23,0,125,0.0,0.468208092486,1.0,0.00770712909441,2,0,3,2,59,0.336357744653,0.00384615384615
300,EkiH0xESjKA,0,23,0,93,0.00010117873223,0.0135579501189,0.5,5.0589366115e-05,2,0,8,2,48,7.90047961631,0.00010117873223
301,En5uvkQ9xMo,0,23,1,63,0.000359934183463,0.00185109008638,42.7142857143,0.0153743315508,55,0,3,13213,26,8.54106280193,0.678527354998
302,ErmpIs7u0FE,0,17,0,74,0.0064829821718,0.228525121556,2.0,0.0129659643436,650,0,5,12986,22,0.333874458874,21.1361426256
303,Eusgk8nafFI,0,23,0,57,0.000277392510402,0.00908460471567,6.0,0.00166435506241,9,0,8,16,21,4.00666851903,0.00110933924981
304,F3N4isnHwIE,0,10,0,62,0.00011460004584,0.031515012606,110.0,0.0126060050424,99,0,10,3207,29,4.19721019721,0.367498854787
305,F6vS8SRR_7U,0,10,1,560,0.00636942675159,0.459872611465,4.4,0.028025477707,6,0,7,27,30,0.55049088359,0.0343949044586
306,F74mOJfk9sQ,0,10,1,485,0.00267665952891,0.215203426124,6.0,0.0160599571734,98,0,6,7648,48,1.27508532423,4.08930481283
307,FIGSma2UbGY,0,10,0,118,0.000135555045775,0.00533878334133,19.8461538462,0.00269024629309,4,0,10,361,34,27.0298759865,0.00378191971495
308,FIpr8ujDU5Q,0,23,1,393,0.00084143605086,0.0187453253553,33.3888888889,0.0280946148093,97,0,6,9605,40,14.4442943957,0.448506069094
309,FQpeSFQWXIg,0,10,0,3021,6.9124879031e-05,0.00406849288014,14.8571428571,0.00102699820275,357,0,12,4021,73,42.5666246322,0.0397167882923
310,FZ8eG1-zmSU,0,20,1,653,0.000523149359142,0.0636934344755,17.0,0.00889353910541,696,0,1,152966,58,4.72850958565,20.0918580376
311,Ff8of8GioN0,0,28,1,96,0.00793650793651,0.436507936508,3.0,0.0238095238095,123,0,7,2037,55,0.288725939505,3.23333333333
312,FkhnS2W4DIE,1,25,0,1055,0.000631556787481,0.00926283288306,9.61111111111,0.00606996245746,12533,0,11,225520,46,21.4777694047,7.96243028028
313,FkxAIcWuhm4,0,28,1,354,0.00385551948052,0.00847199675325,0.973684210526,0.00375405844156,1304,0,6,135331,45,13.492128679,6.86404910465
314,FpPd5XnU5Mk,0,20,1,174,0.00218396711202,0.00655190133607,1.11764705882,0.00244090441932,104,0,5,826,42,5.15838303512,0.106486833654
315,FuX7yXxe6A0,0,22,0,81,0.000500250125062,0.129564782391,12.0,0.00600300150075,15,0,12,6,48,0.725853304285,0.003
316,Fuut0zYBNSo,0,10,1,71,8.5380083672e-05,0.020861200444,149.666666667,0.012778552523,0,0,8,0,61,25.1517537581,0.0
317,FuyZ2rF5XEg,0,27,0,222,0.000728972363371,0.00295877018074,29.8235294118,0.0217405287194,145,0,12,92726,29,19.5970588235,1.98698569928
318,FzWo7ccoSNc,0,10,1,936,0.000413944764245,0.0021052971994,26.0234375,0.0107722657008,66,0,7,53527,85,143.556174559,0.173504472364
319,G-cVPjihka4,0,19,1,126,0.0,0.0986225895317,1.0,0.00661157024793,83,0,6,8296,17,2.46826835902,1.50818181818
320,G07zBu9CFGg,0,10,0,225,0.0020325203252,0.823170731707,12.0,0.0243902439024,29,0,4,86,70,0.260042283298,0.174442190669
321,G5vpwaL1_EQ,0,10,0,142,0.000100720149065,0.0302664047943,14.0,0.00141008208692,1,0,4,2,33,6.63448045439,0.000100720149065
322,G9hnx11_tpY,0,10,0,1015,0.000522354393712,0.0116580003324,10.9545454545,0.00572215494931,0,0,4,0,31,18.6111356606,0.0
323,GBJCI92Dh_o,0,22,0,21,0.00231213872832,0.332947976879,0.5,0.00115606936416,16,0,3,3,27,0.287662121716,0.00346820809249
324,GBhMYYesK2Q,0,10,0,1396,0.000320307495195,0.122037155669,15.0,0.00480461242793,179,0,3,6909,56,1.63028720627,2.21268417681
325,GFAgQa2eHIo,0,24,0,708,0.000501253132832,0.365914786967,113.0,0.05664160401,984,0,12,28440,30,0.843195266272,14.256641604
326,GHW9r6dNkhc,0,10,0,1891,0.000293513354857,0.140886410332,7.0,0.002054593484,10,0,1,147,42,1.10688758934,0.0434399765189
327,GN1IQXqLkQg,0,23,1,118,0.0,0.860759493671,1.0,0.0253164556962,122,0,11,304,51,0.540273556231,0.428973277075
328,GSgJXn-qK2g,0,10,0,296,0.000110625227757,0.00329923473372,38.0,0.0042037586548,2,0,12,17,45,64.4597315436,0.000110578455414
329,GVduC-8d7OI,0,23,0,31,0.0,0.588235294118,1.0,0.00490196078431,6,0,1,1,29,0.0864040660737,0.00490196078431
330,GgdVvtDVKy0,0,15,0,51,0.0,0.208860759494,1.0,0.00126582278481,8,0,1,16,17,0.291943828529,0.020253164557
331,Gh3Vhrf2OYQ,0,10,1,525,0.000119331742243,0.0102795772247,65.2857142857,0.00779065802932,17,0,6,1064,48,39.9863667348,0.0180898723866
332,GjC6tXbdMhw,0,24,0,25,0.00579047619048,0.0217142857143,0.578947368421,0.00335238095238,4,0,1,28,28,4.81651376147,0.00213284582572
333,GovWFBJ_oC4,0,10,0,230,0.00165782493369,0.218169761273,30.2,0.0500663129973,1845,0,9,46705,37,2.19345454545,15.5423280423
334,GqyS6MiDDEY,0,22,1,46,0.0,0.166024405909,1.0,0.00642260757868,78,0,9,3502,39,1.77638334284,1.12780989082
335,Gu0Kxb_Q_9c,0,10,0,1677,0.000320759558634,0.0266871952784,6.8,0.00218116499872,50,0,8,62,35,6.23270691723,0.00397486857289
336,GuHobGVVPgo,0,10,0,67,0.0,0.123257839721,1.0,0.00130662020906,11,0,12,14,50,0.954677754678,0.00609756097561
337,GuNO5gk6Sn4,0,24,0,66,0.000131044424059,0.0646049010615,43.0,0.00563491023457,151,0,6,837,48,2.61873713109,0.11007731621
338,GxqHgnuXYZM,0,25,0,284,0.00571428571429,0.924285714286,1.75,0.01,13544,0,2,343909,30,0.301594140457,493.382857143
339,H2vc5NuihYc,0,10,1,111,4.6689700252e-05,0.0290876832571,19.0,0.00088710430479,365,0,9,795,90,10.2039066222,0.0372099537794
340,H50P_PLQ_rE,0,10,1,543,0.000477848317291,0.00866953375657,9.78571428571,0.00467608710492,211,0,10,18673,65,43.5982142857,0.318538348736
341,H9RQZz772uk,0,10,0,134,0.00015062509414,0.0378822111764,70.5,0.0106190691369,86,0,7,10571,53,6.13585951941,0.795827684892
342,HA4_A2K3zlE,0,24,0,1,0.0,2.44785276074,1.0,0.0122699386503,7351,0,5,2363,66,0.109764309764,14.4451219512
343,HCSZHAZqH4E,1,25,1,396,0.00469289734803,0.00353687571391,3.34017595308,0.0156751028722,25495,0,2,2963684,47,45.7287602266,41.0049936719
344,HGRtQfT8CLE,0,10,0,132,0.00255959046553,0.0643097104463,3.0625,0.00783874580067,22,0,3,27,35,3.25403435711,0.00431930891057
345,HGc3uj-MC-c,0,24,0,285,0.0,1.47715736041,1.0,0.0203045685279,168,0,4,430,41,0.129434954008,2.17171717172
346,HTly61NvW6k,0,10,1,399,0.0328697850822,0.32806573957,0.557692307692,0.0183312262958,58,0,11,1967,63,1.2104055088,1.24273072061
347,HViUQNHrDtw,0,10,1,1134,0.0,0.112391033624,1.0,0.00684931506849,53,0,11,69,20,2.44630616908,0.0214552238806
348,HW-8lsuEHUw,0,10,0,283,0.000423190859077,0.0175201015658,5.5,0.00232754972493,47,0,6,1817,63,16.173853525,0.076874259604
349,Hf4MKJhCh9I,0,10,1,2154,0.0016424711243,0.0131927519339,4.98387096774,0.00818586415174,22,0,10,511,94,28.149142431,0.0135278233706
350,HtJVFHGcmY0,0,10,0,2220,0.00195274360476,0.0564342901777,5.7,0.0111306385472,67,0,8,5573,69,3.64483985765,1.08688012495
351,HuOQMv5CbLM,0,10,0,386,0.000285877644368,0.0231560891938,21.8,0.00623213264723,51,0,5,47,53,9.3729903537,0.00267867320187
352,HzmpYP2f3wU,0,10,0,4161,0.000601805416248,0.0784353059178,22.3333333333,0.0134403209629,22,0,5,1192,71,3.36142953473,0.239221977141
353,HzxMHW9KGDA,1,20,1,589,0.000406486971391,0.00534039779656,35.2068965517,0.0143111447514,33,0,4,23657,38,47.0290046144,0.331175654659
354,I3FkIftbxec,0,23,0,2237,0.000873599228822,0.00828413061815,1.96551724138,0.00171707434631,19,0,10,36,57,10.4488511174,0.0010843373494
355,IF_JznChhTE,0,24,0,224,0.00116754232341,0.0761821366025,3.0,0.00350262697023,592,0,10,107770,66,1.66149369544,31.4541217594
356,IFjTjPzbvNI,0,24,0,165,0.0,0.0818307905687,1.0,0.00184928340268,18,0,3,76,59,0.814996232102,0.0351201478743
357,IHUq1myZaT8,0,10,0,941,0.0,0.571134020619,1.0,0.00824742268041,44,0,9,127,31,0.355571847507,0.261855670103
358,IKoKr5jt6tQ,0,24,0,45,0.0,0.297658862876,1.0,0.0066889632107,9,0,5,20,16,0.482777179763,0.0222965440357
359,IOw3Qg46mXg,0,10,1,470,0.000254951269541,0.00747470767519,26.5454545455,0.00676779733692,28,0,5,12873,55,57.5657104736,0.148828657987
360,IPgjuWp_fdY,0,22,1,660,0.0,0.34067207416,1.0,0.0822711471611,323,0,9,6723,11,0.634558823529,7.78679026651
361,ITLy8tvXxSs,0,24,0,256,0.000199980001999,0.00569943005699,20.0,0.00399960004,26,0,4,94,49,10.01435247,0.00313260239278
362,IaOcglmO0YI,0,24,0,997,0.000130466791542,0.00230180696506,12.5714285714,0.00164015395081,1102,0,1,1140790,25,39.6405615072,10.7912290675
363,IclTEJ1zU7Q,0,23,0,25,0.0001575976389,0.000329522335883,26.1818181818,0.00412619272758,46,0,11,346,18,28.8302354399,0.00494313960798
364,IiraBVQRDAs,0,10,1,2298,0.00116264649346,0.0063558008309,3.42666666667,0.00398400198425,13,0,9,665,41,47.4323529412,0.0103076803844
365,IoajQRZmHvU,0,15,0,86,0.0,0.011254789272,1.0,0.00303320561941,25,0,5,76,14,3.78489425982,0.00606495890192
366,IofS3eo0FNM,0,10,0,520,0.00134408602151,0.516129032258,13.0,0.0174731182796,35,0,5,59,60,0.396166134185,0.0793010752688
367,IsGfe9RKepo,0,10,0,230,0.000194155907193,0.0380545578099,11.5,0.00223279293272,2,0,8,8,30,4.12369895917,0.000776171533908
368,IwccOsslGkU,0,20,1,149,0.000148652465401,0.00575285041102,8.6,0.00127841120245,2579,0,10,2465,78,50.2397311426,0.0365505087155
