,video_id,captioning,categoryID,definition,descrp_length,dislikes_to_views,duration_to_views,likes_to_dislikes,likes_to_views,numVides_on_Channel,popularity,publish_month,subscriber_count,title_length,views_to_daysActive,views_to_subscribers
0,--pZF9lF2cA,0,15,0,17,3.9773405228e-05,0.000698875549015,15.2857142857,0.000607964908492,2,0,11,10,59,55.8366116751,5.681559929e-05
1,-5D6jTXFN4o,0,23,0,163,0.000966568986943,0.00247012074441,2.68253968254,0.00259285966339,32,0,2,8909,20,24.3568759342,0.138922813874
2,-CH_Q2i2_t4,0,24,0,99,0.00110441690596,0.000289433396043,0.675862068966,0.00074643349506,48,0,11,203,52,47.108360244,0.00154616011516
3,-H2zRiaRvwY,0,26,1,630,0.0,1.40499040307,1.0,0.00959692898273,73,0,8,3118,69,0.368719037509,5.98272552783
4,-HaoIVcHwrE,0,10,1,3839,0.0,0.669609079445,1.0,0.0390920554855,8,0,6,139,34,0.546143250689,0.174022698613
5,-NcaTTMnzH8,0,22,0,60,0.0,16.303030303,1.0,0.0606060606061,4,0,1,0,9,0.0205479452055,0.0
6,-PJa3jaEVyM,0,25,0,265,0.000463476070528,0.00381863979849,15.152173913,0.00702267002519,1,0,3,55,24,33.0392809587,0.000554145004634
7,-T25luqCieY,0,10,0,248,0.000114238713215,0.00317583622738,8.2,0.000936757448364,99,0,3,224,94,19.1043212571,0.00511742666545
8,-UvNO0-j6UY,0,10,1,2928,0.0047871000252,0.105568153187,1.10526315789,0.00529100529101,46,0,10,455,36,2.92699115044,0.114638447972
9,-X7uP8HDuGw,0,24,0,210,0.000155497178668,0.00150078337594,15.2121212121,0.00236072989433,5545,0,11,161889,62,317.697309417,0.381270305049
10,-XDf-RQvyuw,0,25,0,188,0.000185908161368,0.0286298568507,5.0,0.000929540806841,750,0,6,3478,27,1.83270868825,0.651301115242
11,-ZKVWiWr-jQ,0,10,0,131,0.0016835016835,0.230078563412,1.33333333333,0.00224466891134,475,0,6,282,81,0.815934065934,0.158810325477
12,-dYpiI7xGCE,0,23,0,222,0.000886239123428,0.0581695133742,0.636363636364,0.000563970351272,28,0,3,96,60,3.66568222091,0.00781501772478
13,-eN-ki9bVbM,0,23,0,39,0.000436384794414,0.0124127230411,6.44444444444,0.002812257564,35,0,12,33,39,6.61874197689,0.001599922428
14,-egrjnmLbSY,0,10,1,81,9.9695927421e-05,0.019989033448,114.0,0.011365335726,6,0,1,95,62,12.4293680297,0.00473131132028
15,-hSR2QD_fGI,0,24,0,228,0.0,5.13218390805,1.0,0.0172413793103,43,0,11,110,35,0.131818181818,0.632183908046
16,-mxd-YRJyL0,0,23,1,71,0.000392965910207,0.0260339915512,31.0,0.0121819432164,33,0,4,84,45,10.7714285714,0.00407561993616
17,-oajfaUYptI,0,23,1,29,0.000224116839579,0.00126065722263,5.75,0.00128867182758,7,0,7,7,15,29.5086800772,6.5366190738e-05
18,-rJwCpFjloA,0,24,0,183,0.000819986369057,0.00260904753791,11.7532467532,0.00963750212983,14,0,7,97,62,52.4603351955,0.00102778189832
19,-tF88N15jA0,0,25,0,4707,0.0,0.199673558215,1.0,0.00163220892274,26,0,7,27,14,1.28441649196,0.0146739130435
20,-wTjdmEeU6k,0,10,1,90,0.00111275964392,0.143175074184,4.33333333333,0.00482195845697,37,0,11,59,39,2.04863221884,0.0218761586948
21,00eNRC8kAbs,0,19,0,95,0.000515401406742,0.00833737569731,4.94117647059,0.0025466893039,143,0,8,944,16,9.13178294574,0.0287108901285
22,04VTqEb87dc,0,10,0,23,0.000463821892393,0.191558441558,2.0,0.000927643784786,2,0,4,1,62,0.952717631463,0.000463821892393
23,06a7qJuoKQo,0,10,0,11,0.00102774922919,0.376156217883,3.0,0.00308324768756,101,0,9,1605,38,0.559516963772,1.65262076053
24,0BA62ruJBHs,0,10,1,4184,0.000369513049756,0.00224680923358,21.4022988506,0.00790842872008,892,0,1,1018322,87,146.4210199,4.34895473118
25,0Cx4eWvC24k,0,10,0,1192,0.000301659125188,0.146304675716,20.0,0.00603318250377,38,0,10,1566,43,1.95575221239,0.472255729795
26,0IspWAFd3jE,0,10,0,90,0.000433338148201,0.0567672974144,17.0,0.00736674851943,9,0,7,37,87,3.19473927088,0.00534373194685
27,0JSsZnFHVWk,0,22,1,247,0.0,0.0305653710247,1.0,0.000706713780918,548,0,8,4679,82,3.21043675553,0.830418653948
28,0J_Ozlo8cd0,0,10,0,124,0.0,0.124159021407,1.0,0.00733944954128,1,0,10,29,33,2.45127436282,0.00886850152905
29,0KBdogzZNYM,0,22,0,24,4.96124031e-05,0.00492403100775,19.75,0.00097984496124,13,0,10,27,54,32.9889525368,0.00033488372093
30,0LesBeoefU8,0,10,0,2072,0.000177664974619,0.00715736040609,13.7142857143,0.00243654822335,28,0,4,1097,67,17.3339199296,0.0278412263337
31,0Q5mM-XtqUo,0,1,0,70,0.000579527649192,0.00176720159692,2.44444444444,0.00141662314247,3,0,2,60,70,51.8238783834,0.000429046444277
32,0Rp4HLKquCA,0,23,0,54,0.000618811881188,0.036303630363,7.0,0.00433168316832,103,0,9,36,56,1.51594746717,0.00763201320132
33,0SNAL5qda1s,0,15,1,142,0.0,0.213913043478,1.0,0.0173913043478,50,0,12,296,24,0.287212787213,0.514782608696
34,0Z6p56F4L-k,0,24,1,108,0.000163692912096,0.139793746931,25.0,0.00409232280242,11,0,10,58,63,3.60412979351,0.00948952879581
35,0e3WJjjNYUI,0,24,0,330,0.00052899976724,0.000416146483562,14.8,0.00782919655515,20,0,4,225,69,75.453432677,0.00158658524546
36,0faPbYusOes,0,10,1,90,0.000564369473882,0.0186869003574,10.3333333333,0.00583181789678,1368,0,6,152458,56,10.9450926561,9.56381644935
37,0jBm5lzGNTM,0,25,1,1791,0.000506457330969,0.042795644467,6.0,0.00303874398582,89,0,1,3713,57,2.43615052437,0.939731577615
38,0m45vasXd-8,0,23,0,8,0.00177200236267,0.157117542823,1.33333333333,0.00236266981689,1,0,9,1,29,0.800094517958,0.000589622641509
39,0scMRis12RQ,0,10,1,706,0.000144164924673,0.026958840914,51.0,0.00735241115837,2361,0,5,39027,24,6.19053993753,2.82768809455
40,0wAT372QxUY,0,10,1,532,0.00108562461036,0.00158544188146,4.34653465347,0.00471870498957,88,0,5,13044,67,83.1403038427,0.0700938848554
41,0zvaI0INjUQ,0,23,0,10,7.667535654e-05,0.00132903951337,10.0,0.000766753565404,49,0,7,130,26,10.8082872928,0.00332259878342
42,1-lB5dTNv5M,0,23,0,143,0.000931066588503,0.00551743163557,1.51851851852,0.00141384185662,1,0,7,8,57,10.0203870076,0.000275871581778
43,10VXT0aGICc,1,28,1,1093,0.0010183299389,0.569173697992,2.0,0.0020366598778,41,0,5,1447,50,6.17332734621,0.105251672971
44,11LHHyQbSsc,0,22,0,185,0.000597907324364,0.050822122571,1.0,0.000597907324364,195,0,11,1526,47,1.0690316395,0.456664674238
45,12rszyQxi-g,0,23,1,520,0.0129032258065,2.74838709677,3.75,0.0483870967742,177,0,11,1040,66,0.236822001528,3.35806451613
46,13nr5XYUf94,0,25,1,3133,6.7663576696e-05,0.0176601935178,40.0,0.00270654306787,330,0,10,20603,43,10.9474074074,1.39566450567
47,14cT-QuWvm0,0,10,1,1021,0.000262434777239,0.00192452169975,63.2156862745,0.0165899945455,101,0,2,192203,37,98.8474059003,0.988458550089
48,1AXuikieXJI,0,10,1,2388,0.00097356399311,0.0280835767243,26.4615384615,0.0257620010485,37,0,8,6175,81,9.50391459075,0.461924372894
49,1ExiudmK48o,0,24,0,54,0.000101732849537,0.01319135949,30.6666666667,0.0031198073858,33,0,5,50,56,15.7274666667,0.00166152385474
50,1HAYyxynxcY,0,10,1,234,0.00017537706068,0.0764643984567,17.0,0.00298141003157,3,0,10,11,36,6.72405660377,0.000964573833742
51,1I45aCK8R0Y,0,1,0,49,0.000241507003703,0.0103042988247,11.3333333333,0.0027370793753,30,0,8,322,45,4.98675230831,0.0261611527006
52,1Js04fmp74k,0,27,0,1930,0.0,1.69230769231,1.0,0.0192307692308,16,0,5,22,19,0.0604182804028,0.141025641026
53,1M6RHsgfn_4,0,10,1,110,0.00182610500104,0.0157294044408,0.886363636364,0.0016185930691,33,0,8,99,59,11.2488328665,0.00406706507304
54,1N5X9Y8Yc_s,0,10,1,188,0.000471609130352,0.0356536502547,4.4,0.00207508017355,51,0,9,1325,79,7.71054545455,0.125259385022
55,1NVi5fjdxDg,0,10,0,35,0.00129505719836,0.0846104036262,2.0,0.00259011439672,131,0,5,187,35,3.10939597315,0.0403626160155
56,1gPNNksZP88,0,23,0,68,0.000368369351669,0.00552554027505,2.33333333333,0.000859528487229,42,0,2,547,44,9.07915273133,0.0223868380126
57,1lBp-NDVHaw,0,10,0,74,5.4352256977e-05,0.00372312960296,73.25,0.0039813028236,2,0,12,13,37,30.869966443,0.000175996750829
58,1r1BdgyOl2k,0,10,1,1654,0.000252834665577,0.00795456755548,10.5384615385,0.00266448839878,7,0,6,25,57,34.8353658537,0.000486192143134
59,1s7AIOrMTEA,0,20,1,109,0.00529100529101,0.010582010582,21.75,0.115079365079,164,0,12,221,31,0.454600120265,0.292328042328
60,1sY4fWZeVdI,0,27,1,1346,0.00023510263134,0.00287548602948,2.92307692308,0.000687223076227,22,0,9,24,33,22.3866396761,0.000434035627091
61,1vHvvELMWc4,0,24,0,87,0.000463499420625,0.00892236384705,3.625,0.00168018539977,3,0,5,23,40,5.80753701211,0.00133232925911
62,23ixdHyZCSE,0,10,1,481,0.00242551643287,0.0162913853741,4.73333333333,0.0114807777823,22,0,8,4044,50,17.5315379164,0.163510840163
63,27B75yIFq2s,0,20,1,54,0.00520833333333,0.105282738095,0.571428571429,0.00297619047619,23,0,3,328,38,1.38914728682,0.122023809524
64,29Am2ykTWAg,0,23,0,30,0.000945504555612,0.0104005501117,0.363636363636,0.000343819838404,16,0,7,47,24,3.2014309301,0.00403988310125
65,29Au2lG4w0A,0,10,0,145,0.00173963467672,0.109886923746,9.33333333333,0.016236590316,10,0,9,62,83,2.49565846599,0.0179606025492
66,2FXKiPBqFto,0,10,0,96,0.000378716152243,0.0386290475289,12.0,0.00454459382693,68,0,2,107,24,5.36959837316,0.0100283822138
67,2JJxebzLw30,0,23,0,19,0.00126689189189,0.020411036036,1.66666666667,0.00211148648649,36,0,5,7,55,2.13141314131,0.00098536036036
68,2LuxqTnTzvE,0,26,1,415,0.00961538461538,3.1891025641,2.33333333333,0.0224358974359,252,0,6,2621,48,0.214580467675,8.41025641026
69,2MFfqXUeDJM,0,15,0,185,0.0,0.454388984509,1.0,0.00344234079174,4,0,4,1,54,0.222690686087,0.00172117039587
70,2MoXt_ZHrc8,0,2,1,3244,9.9631363953e-05,0.0529042542592,27.0,0.00269004682674,120,0,10,13035,63,5.85589264877,1.29603174603
71,2Q78V6q4l3c,0,20,1,130,0.0,1.87096774194,1.0,0.010752688172,15,0,9,81,43,0.0681318681319,0.870967741935
72,2VhoVwg0aLw,0,24,0,66,0.000384098329172,0.0163241789898,6.0,0.00230458997503,16,0,4,107,41,3.98240917782,0.0102696995873
73,2WrjiOjAz00,0,10,1,262,4.0425273881e-05,0.0084084569673,91.0,0.00367869992319,88,0,7,13044,38,22.8201107011,0.263494949495
74,2XahEEF1X88,0,10,0,181,0.000144362638949,0.0746354843367,22.0,0.00317597805688,29,0,10,230,81,3.36098981077,0.0330447330447
75,2Z5lLUbcMDc,1,10,0,229,0.000348796651552,0.178583885595,24.0,0.00837111963725,58,0,10,889,78,2.13636363636,0.309274755927
76,2_g609L2nbU,0,24,0,317,0.000244211011881,0.00301871945242,22.5277777778,0.00550153140655,140,0,9,2611,46,103.885482734,0.00888091637222
77,2cO5dGPcydg,0,20,1,191,0.00157813702848,0.00184757505774,4.46341463415,0.00704387990762,19,0,10,5599,39,15.3274336283,0.215313582147
78,2lccIbSk-dk,0,10,0,472,0.000147105695442,0.0101012577537,38.3333333333,0.00563905165862,23,0,3,2561,64,26.0619808307,0.0629581504817
79,2mjpC3jLjEc,0,10,1,338,0.00132362673726,0.0862563423781,25.8333333333,0.0341936907126,29,0,10,10474,62,3.40315315315,2.31730981257
80,2v1aw0WveAc,0,20,0,4813,0.000189789333839,0.0109318656292,17.8,0.00337825014234,21,0,6,130,73,18.0445205479,0.00497115968427
81,3-mALzGTifw,0,10,1,75,0.000786163522012,0.110062893082,50.5,0.0397012578616,31,0,9,1919,77,1.83417447729,0.753537735849
82,35l3vbFu8Rc,0,10,0,299,0.00186428038777,0.11278896346,1.1,0.00205070842655,1,0,7,3,36,2.1134751773,0.000559075661572
83,37BkVreoRTg,0,25,0,121,0.000510334268946,0.103087522327,2.0,0.00102066853789,236,0,11,961,40,1.62816784379,0.245918367347
84,37DS_BHyk3Q,0,23,1,7,0.0,0.00808262236192,1.0,0.00134710372699,19,0,1,213,23,0.950085324232,0.0956443646161
85,38fOZ08PM3M,0,10,0,2270,8.9245872378e-05,0.0152610441767,62.3333333333,0.00556299271159,181,0,2,31065,75,20.9962523423,0.924735967723
86,3Cc90y99P9s,0,10,1,132,0.000554357868801,0.0149368647983,4.83333333333,0.00267939636588,1368,0,10,152457,77,24.1233283804,4.69826311899
87,3FLry0tL-Tg,0,22,1,215,0.0010337497452,0.00562010424857,6.05633802817,0.00626073789348,426,0,10,25318,45,51.1407297096,0.368457831676
88,3IPXAz1U_WE,0,26,1,1054,0.000387987894777,0.0330565686351,42.1,0.0163342903701,77,0,5,40869,37,17.1255813953,1.58508122359
89,3Lmx-Bg6hK0,0,24,1,1724,0.000595669739977,0.00266756448772,12.2391304348,0.00729047964363,188,0,9,326872,58,111.91884058,2.11615576344
90,3QKk1l39VaY,0,23,0,116,0.0,0.0258917060593,1.0,0.00128921357972,68,0,8,40,38,5.21164613662,0.00429461026412
91,3QpPdcYdTgY,0,1,1,1,0.000523975415639,0.010975160733,5.24324324324,0.00274733055768,17,0,7,58,20,39.4712129681,0.000821343604848
92,3RpJSBtnHq8,0,10,0,281,0.000375971259085,0.0153312724538,12.5555555556,0.00472052803075,1,0,10,3,24,6.75832862789,0.000125323753028
93,3TEQS0lyVQw,0,24,1,2375,0.000409366885551,0.00116621961581,4.27325581395,0.00174932942372,2,0,10,440,62,314.963268366,0.0010406847052
94,3Wo9L-O2oJo,0,10,0,3719,6.5749212273e-05,0.0012492350332,112.153846154,0.0073740270381,27,0,5,662,44,177.248767369,0.00167663642493
95,3ZfWL1k1jsw,0,10,0,389,0.000206715675508,0.0020800764848,58.125,0.0120153486389,235,0,12,2844,29,32.7276955603,0.0366772454008
96,3ixFTCoN7_A,0,22,0,43,0.000304350307203,0.00361891537159,3.140625,0.000955850183561,47,0,11,3976,53,66.8842239186,0.0188979822814
97,3jrZ1ZlWdYs,0,26,0,1039,0.000723589001447,0.00693903298824,18.7435897436,0.0135626553861,300,0,8,128236,80,38.7198275862,2.37794764281
98,3kOARe0s5pY,0,10,0,151,6.0117830948e-05,0.0299386798124,32.0,0.00192377059036,38,0,1,10,36,7.10854700855,0.000600925425154
99,3oNOcwS_XEw,0,28,1,1,0.00084388185654,0.0472573839662,5.0,0.0042194092827,31,0,11,1280,21,2.67695783133,0.361744022504
100,3o_8fHHph2A,0,25,0,232,0.00077429345722,0.29539295393,2.5,0.00193573364305,88,0,7,1218,48,1.01333856414,0.471544715447
101,3p81YBa0uwo,0,23,0,36,0.000645495761075,0.000284628052127,1.49606299213,0.000965702319718,13,0,6,52,21,67.3333333333,0.000264292103765
102,3sVSHv5HmAA,0,24,0,26,0.000545454545454,0.0119545454545,9.66666666667,0.00527272727273,4,0,9,6,24,6.86213349969,0.000272677694964
103,3zIkyZi9Q3g,0,17,0,3083,5.6019270629e-05,0.0226317853342,10.0,0.00056019270629,3513,0,7,1140,85,8.22626728111,0.0641097424412
104,4-HdFxgoKwg,0,10,0,52,0.000243299136288,0.0166254409797,20.5,0.00498763229391,18,0,9,22,69,14.2056451613,0.000891952158929
105,40v7cSaY35k,0,23,0,111,0.000164900400158,0.00288026032277,12.9333333333,0.00213271184205,33,0,10,356,42,37.2956129561,0.00391195894641
106,414nS1PvkyE,0,15,1,2765,0.000120151205671,0.00135863286413,27.3076923077,0.00328105215487,16,0,7,1589,10,74.5671950379,0.0146846813544
107,45HNY-juno8,0,23,1,165,0.000191196464989,0.00322909585316,25.3333333333,0.00484364377974,48,0,1,91,51,20.0391656024,0.00193292126001
108,45zswz16NJY,0,10,0,2468,0.000715552375322,0.00858662850387,3.60869565217,0.00258221074573,28,0,4,1097,71,14.1412230532,0.0341266137813
109,4FP67KqsRWE,0,10,1,222,0.000277818936138,0.00889020595644,59.4,0.0165024448066,20,0,5,3827,64,28.7957333333,0.0708226840019
110,4Gi42jFCeeY,0,22,0,362,0.00260078023407,0.217165149545,12.0,0.0312093628088,3,0,3,5,47,0.400312337324,0.00649350649351
111,4HrZcLDqFcY,0,10,0,152,0.00126957257723,0.17435463394,3.33333333333,0.00423190859077,312,0,3,519,63,1.52747252747,0.218710493047
112,4On-XZlFmhI,0,25,0,0,0.0,0.789552238806,1.0,0.0044776119403,949,0,3,9866,98,0.347510373444,14.7302533532
113,4PD5giu6GDk,0,10,1,801,0.00046232085067,0.283402681461,29.0,0.0134073046694,99,0,2,875,34,1.35103060587,0.403881700555
114,4YdnJ7PCAh4,0,10,1,64,8.7862432534e-05,0.00665244132045,37.1428571429,0.00326346177984,8,0,6,38,62,36.4455626715,0.000476841801458
115,4_Cj5Pb6sFk,0,2,0,1386,0.000176390175067,0.00383648630771,4.41666666667,0.000779056606547,130,0,2,8119,96,42.4662921348,0.119910067449
116,4bdk6A-HWyw,0,24,1,365,0.000102694006093,0.0210865025845,86.6666666667,0.00890014719474,175,0,2,5026,60,18.3498743719,0.171619867459
117,4e1P3b2Bx7s,0,24,0,314,0.0010111223458,0.265925176946,1.0,0.0010111223458,31,0,10,193,33,1.47172619048,0.0975733063701
118,4ixL3-AdOsU,0,29,0,795,7.9161938939e-05,0.0161490355437,74.6666666667,0.0059107581075,9,0,6,468,56,12.8857531452,0.0123427486352
119,4lQkTF0rPA4,0,24,0,65,0.000145032632342,0.0545322697607,12.0,0.00174039158811,22,0,4,12,20,2.61570561457,0.00174039158811
120,4mSDUQYRTxE,0,10,0,229,0.000320630267497,0.0277116159765,19.7142857143,0.00632099670209,48,0,10,793,25,16.1240768095,0.0363211652086
121,4r1xA-NnO9U,0,22,0,100,0.0,1.02526315789,1.0,0.0231578947368,611,0,11,2789,17,0.198329853862,5.86947368421
122,4xN7ulZHSZQ,0,24,0,1073,0.00154083204931,0.00519193407919,4.19565217391,0.00646479533731,152,0,9,364,24,9.32354778264,0.012325417825
123,55D_AHUSmzs,0,24,0,612,0.0,0.0495601173021,1.0,0.00175953079179,57,0,4,94,44,1.51757899421,0.0278592375367
124,56qYQDv5Q9c,0,20,1,169,0.000254679740226,0.0204168258415,27.8333333333,0.00708858610298,24,0,5,997,58,12.6729424422,0.042319283501
125,5BK7xdHjmdQ,0,17,0,54,0.000131843167481,0.00494918967161,16.4615384615,0.00217034137239,27,0,8,1532,57,46.0757009346,0.0154790633804
126,5En2v6QMvdw,0,10,0,1,0.0,0.0288128249567,1.0,0.00465771230503,12,0,7,143,59,6.49226441632,0.0154862464804
127,5FddPzEE8kY,0,20,0,140,0.000156408852741,0.0106097338443,37.1666666667,0.00581319569354,14,0,4,35,20,20.2860920148,0.000912384974322
128,5c36qSIWJu0,0,23,0,16,0.0,0.0660098522167,1.0,0.00344827586207,1,0,12,0,19,0.653573728268,0.0
129,5cgzVx3b8e8,0,10,0,124,0.000452181777074,0.0938277187429,16.0,0.00723490843319,10,0,3,34,39,2.30725091288,0.00768535262206
130,5m_ZqTHz4F8,0,15,1,137,0.00731602352604,0.0021517716253,0.196078431373,0.00143451441687,17,0,5,9,25,2.69775541796,0.00129106297518
131,5p7FmwWzGeg,0,24,0,535,0.000919424941491,0.00417920427951,5.63636363636,0.00518221330659,34,0,11,360,39,24.7292269533,0.00608471799672
132,5phTqOCcmkU,0,24,1,287,0.00254241431575,0.0239573656676,1.26923076923,0.00322691047768,48,0,11,490,78,15.4129615674,0.0238490861108
133,5qZyxb4C120,0,10,1,2323,0.00117559707957,0.00909540898404,5.07894736842,0.0059707956936,7,0,4,83,95,16.9501835343,0.00259692079392
134,5tdExO86SBQ,0,23,1,357,0.00398089171975,0.317675159236,2.6,0.0103503184713,245,0,7,104,37,0.867403314917,0.0825396825397
135,5ujRoNjAYio,0,23,0,237,0.000262249490748,0.0024029371943,27.2790697674,0.00715392215459,3,0,4,89,57,87.1232731137,0.000542709400458
136,5z5g8aNI2X4,0,22,0,234,0.000257466529351,0.00489186405767,1.0,0.000257466529351,6,0,7,3,27,1.78246902249,0.000772399588053
137,5zRfzcNJ9KA,0,24,0,21,0.00275798666973,0.010112617789,0.75,0.0020684900023,1,0,8,1,58,1.35166200683,0.000229832222477
138,5zj7uApdEzA,0,20,1,75,0.000774393391843,0.00516262261229,12.3333333333,0.00955085183273,224,0,4,6452,42,2.55878467635,1.66546205472
139,6-q_E0BH0bc,0,23,1,70,0.000653499854777,0.0174992738891,8.66666666667,0.00566366540807,21,0,3,216,66,7.10996386164,0.0155272805693
140,64FT9tnOX9c,0,10,1,3939,0.000224054490051,0.0178347374081,5.8,0.0012995160423,59,0,12,8962,50,13.4271961492,0.403368119317
141,64p2WjSctSo,0,10,1,430,0.000316947164907,0.0281449082438,69.0,0.0218693543786,2,0,12,239,37,19.2972477064,0.00757479716024
142,64pOlsR1j-A,0,15,0,20,0.0,0.0478949401313,1.0,0.00115874855156,1,0,5,2,20,0.875845737483,0.000772499034376
143,65Qi4nckSwg,0,10,1,331,7.6391859683e-05,0.00766974271222,101.4,0.0077461345719,6,0,3,448,67,33.9833852544,0.006867188573
144,68xfrwWDgtk,0,27,1,228,0.00023629489603,0.0909735349716,9.0,0.00212665406427,339,0,9,8876,41,6.21895664952,1.05018302043
145,6RpHJBm_PYg,0,25,0,425,0.00156722673762,0.0151255603747,4.62790697674,0.00725297955316,50,0,9,838,43,8.5767427321,0.0305062506834
146,6SH53ldDUnw,0,23,0,86,0.00294117647059,0.116176470588,3.75,0.0110294117647,46,0,9,380,19,0.425665101721,0.279411764706
147,6Xm9ddxLX-I,0,23,0,101,0.00136612021858,0.328551912568,4.0,0.00546448087432,20,0,5,16,20,0.496103015927,0.0109289617486
148,6coZTzNQ-PA,0,10,0,59,6.1865874783e-05,0.0403365503588,26.0,0.00160851274437,1,0,11,1,52,5.79978471475,6.1854394754e-05
149,6k5m3n6OwI8,0,10,0,46,0.000161381424997,0.0239651416122,16.0,0.00258210279997,1,0,3,2,27,4.67836919592,0.000160294942694
150,6kHQijONxBg,0,23,0,3,0.00056439778756,0.0300259622982,16.0,0.00903036460097,116,0,4,10222,48,2.953,1.15264341957
151,6lWw-z5T5Iw,0,26,0,72,0.000206327372764,0.0287482806052,26.3333333333,0.00543328748281,29,0,11,470,27,4.14009111617,0.0323201760418
152,6rXssw-jJrk,0,22,0,199,0.00150940283735,0.00104750907291,0.792349726776,0.00119597492577,36,0,8,28,35,37.652173913,0.000230944977359
153,6tJO36fi9tg,0,10,0,631,6.6842513895e-05,0.00256572418722,74.7692307692,0.00499776334665,75,0,8,23809,68,90.5432960894,0.122790602026
154,6v3NgxGKqCE,0,10,1,974,0.000348796651552,0.128880362749,14.0,0.00488315312173,415,0,7,3135,85,2.26014978321,0.549258936356
155,6vVBfnpfLfg,0,24,0,25,0.015873015873,0.430335097002,1.0,0.015873015873,74,0,10,160,19,0.420623145401,0.282186948854
156,6xvRRxTmszk,0,10,1,741,0.000474158368895,0.231389284021,7.0,0.00331910858227,17,0,3,523,52,1.0921802175,0.247984826932
157,7-LsaDL-k70,0,19,0,28,0.0,0.599667774086,1.0,0.00166112956811,1,0,10,1,44,0.169577464789,0.00166112956811
158,73jPZBhu9sg,0,26,1,2791,0.000223326447434,0.00605772988666,19.3333333333,0.0043176446504,14036,0,5,1155659,76,57.9644012945,10.7439885664
159,755BAiMub-Y,0,10,0,260,0.0116279069767,4.77906976744,1.0,0.0116279069767,5,0,8,3,33,0.0609065155807,0.0348837209302
160,7C2iYhhQcfs,0,15,1,79,0.000182615047479,0.0235573411249,97.0,0.0177136596056,1950,0,6,257569,29,2.49817518248,47.1476816356
161,7H0Kih7S_rk,0,23,0,28,0.000557413600891,0.0897435897436,11.0,0.00613154960981,25,0,8,36,56,0.555762081784,0.0200668896321
162,7J4bJFfrTXQ,0,24,1,1533,0.00191938579655,0.285988483685,4.0,0.00767754318618,362,0,5,41380,18,0.34942991281,79.2318007663
163,7K-9C1GOSpE,1,24,0,473,0.0,0.0526655328133,1.0,0.00193537035951,14,0,7,362,76,6.75822433611,0.0211606096131
164,7Xt89Yk7OOg,0,23,0,50,0.00277392510402,0.502080443828,6.0,0.0166435506241,580,0,11,1675,49,0.205882352941,2.32454923717
165,7ZHVhlb593k,0,10,0,501,0.000350120552872,0.00312721311997,16.6363636364,0.00582473283415,2,0,7,13,37,49.6919731119,0.000103441416351
166,7Zds7lHU4Es,0,23,0,170,0.000667082696735,0.00880118783758,8.12903225806,0.00542273676056,39,0,1,173,44,15.0977907732,0.00372251151181
167,7_ke3lg1e1Y,0,23,0,187,0.000150715900527,0.0247174076865,29.0,0.0043707611153,219,0,6,106407,40,2.00938824955,16.0747213016
168,7nQkKn4lsYU,0,23,0,58,0.00267249757046,0.0119047619048,0.454545454545,0.00121477162293,2,0,1,0,27,1.33031674208,0.0
169,7o0405LdQvg,0,10,0,236,0.00046232085067,0.182154415164,4.0,0.00184928340268,25,0,1,8,12,0.800518134715,0.00369856680536
170,7pmb0LRPLJU,0,24,0,1231,0.000963391136801,0.272880539499,1.25,0.001204238921,1,0,6,2,65,1.87703435805,0.000481579581025
171,7tHjepVGGX0,0,1,1,301,0.00130163944587,0.0149998450429,8.09523809524,0.0105370812285,546,0,10,80170,25,24.0618941089,2.48656771915
172,7vzm8p03d-U,0,15,1,193,6.5314226744e-05,0.0051467610675,148.0,0.00966650555824,44,0,11,9133,37,37.6922698178,0.119242926931
173,7yiiv_AU4xA,0,10,0,185,0.000452949835805,0.00169403238591,4.18,0.00189333031367,2,0,5,363,41,66.1597243033,0.00164419300924
174,82_7-EtphtI,0,10,1,2450,0.00803043110735,0.174133558749,5.0,0.0401521555368,322,0,11,7388,76,1.78700906344,3.12426035503
175,8BzGHIfOEmc,0,10,0,134,0.00221361372441,0.203652462645,5.75,0.0127282789153,38,0,6,471,55,0.825114155251,0.261759822911
176,8DYZDiPu2ck,0,10,1,102,0.00272460027246,0.027819602782,3.5,0.00953610095361,62,0,10,481,31,10.2853982301,0.0345594034559
177,8ER6F10VN-8,0,10,1,554,0.00161095449054,0.0302859444221,7.4,0.01192106323,22,0,8,4044,79,8.89964157706,0.325798407208
178,8Fl08TOsZpE,0,25,0,95,0.0110497237569,2.03867403315,0.5,0.00552486187845,30,0,2,168,50,0.118533071382,0.46408839779
179,8GZBxCJaMao,0,24,1,65,0.000558374402175,0.00202714185138,5.21739130435,0.00291325775048,10,0,10,227,44,60.8463810931,0.00275532250625
180,8ROrk1uQcJU,0,24,0,45,0.000683526999316,0.0898838004101,9.5,0.00649350649351,4,0,7,3,28,1.01386001386,0.00102459016393
181,8TE14kkc_1E,0,24,1,55,0.00251889168766,1.59445843829,6.0,0.0151133501259,26,0,6,19,53,0.215292841649,0.0477386934673
182,8U_V2O2kNKA,0,24,0,1384,0.00478468899522,0.590909090909,1.83333333333,0.00877192982456,103,0,8,1549,24,0.503412284223,1.24162679426
183,8WHkc1Ey3G8,0,10,1,437,0.00162037037037,0.0234953703704,3.07142857143,0.00497685185185,16,0,5,61,44,11.6442048518,0.00352968406434
